triple#	label	id	note	disposition	disposition 2	
6423	"Sysmex Corporation, Kobe, Japan"	OBI_0000829	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
21206	tar	OBI_0000326	binary_digital_entity	delete		
2346	target of material addition	OBI_1110109	10/26/09: This defined class is used as a 'macro' to reduce the size of the IEDB export.	user		
6605	target of material addition role	OBI_0000444	"From Branch discussion with BP, AR, MC -- there is a need for the recipient to interact with the administered material.  for example, a tooth receiving a filling was not considered to be a target role."	user		
1939	tecmag EAGLE probe	OBI_0000564	nmr probe	separate		
7501	tecmag NMR console	OBI_0000599	NMR instrument	separate		
11370	tecmag NMR instrument	OBI_0000534	NMR instrument	separate		
9062	temperature control bath	OBI_0400120	DS: This was heated_bath. It was renamed to reflect the possability that the same bath can be used for cooling. We can now define the temperature variables and based on that infer if it is a cooling device or a heating device (also quite relative to surrounding temperature).	user	separate	separate
17866	thrombin time assay	OBI_0000823	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
17870	thrombin time assay	OBI_0000823	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
17871	thrombin time assay	OBI_0000823	2009/10/18 Alan Ruttenberg. This assay was added during the fucoidan use case exercise but still needs to be fleshed out. Only the AT-III assay has more carefully specified inputs and outputs	user		
4995	time series design	OBI_0500020	MO	asked philippe		delete
12285	to be treated with active ingredient role	OBI_0000813	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
11969	to be treated with placebo role	OBI_0000825	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
11970	to be treated with placebo role	OBI_0000825	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
18899	total intensity transformation paired	OBI_0200027	"Note that if the word ""sum"" is replaced by the word ""mean"" in the definition, the resulting definition is equivalent."	separate		
19620	total intensity transformation single	OBI_0200026	"Note that if the word ""sum"" is replaced by the word ""mean"" in the definition, the resulting definition is equivalent."	separate		
18278	transfer line	OBI_0000572	chromatography device	separate		
20135	Transformation-ML	OBI_0000317	XML_file	delete		
19636	transgenic organism	OBI_1000048	PRS:22-02-2008: is a organism which has output_role during genetic modification of type (KO) protocol-application	user		TODO; tracker fro PRS to create relevant terms
7679	treatment portion of study execution	OBI_0000826	09/28/2009 Alan Ruttenberg. Needed because we have to have a process to scope blinding over	user		
7680	treatment portion of study execution	OBI_0000826	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
7681	treatment portion of study execution	OBI_0000826	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
13581	trial monitor role	OBI_0000060	"CDISC definition:  Person employed by the sponsor or CRO who is responsible for determining that a trial is being conducted in accordance with the protocol and GCP guidance. NOTE: A monitor's duties may include, but are not limited to, helping to plan and initiate a trial, assessing the conduct of trials, and assisting in data analysis, interpretation and extrapolation. Clinical Research Associate:  Primary representative of the sponsor; monitors progress of investigator sites participating in a clinical study."	asked jennifer		separate
8095	trial statistician role	OBI_0000234	CDISC definition:  trial statistician. A statistician who has a combination of education/training and experience sufficient to implement the principles in the ICH E9 guidance and who is responsible for the statistical aspects of the trial. [ICH E9]	asked jennifer		separate
10366	tritiated thymidine incorporation assay	OBI_0000669	2/26/09: RESOLVE: need to replace 'molecular entities' in the logical definition with 'tritiated thymidine'	user		TODO: tracker item
1231	trypsinized material	OBI_0000420	Test Class: to evaluate OBI design pattern	separate		
1518	unblinding process	OBI_0000840	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
1519	unblinding process	OBI_0000840	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
786	unit-variance scaling	OBI_0200149	Community submitted term (MSI)	separate	delete	delete
2833	urine specimen	OBI_0000651	are we happy calling collection of urine a material separation?	user		
2839	urine specimen	OBI_0000651	"This could be instead a kind of collection of secreted stuff. Among secreted stuff there is passive, and active. urine is secreted, passiv.  lavage is secreted, active"	user		
14316	Varian GEMINI spectrometer	OBI_0000477	NMR instrument	separate		
12358	Varian MERCURY spectrometer	OBI_0000631	NMR instrument	separate		
5426	Varian NMR instrument	OBI_0000611	NMR instrument	separate		
11728	Varian UNITY INOVA spectrometer	OBI_0000558	NMR instrument	separate		
6188	Varian UNITY spectrometer	OBI_0000579	NMR instrument	separate		
12242	Varian VXR spectrometer	OBI_0000524	NMR instrument	separate		
8774	variance calculation	OBI_0200120	From Monnie's file comments - need to add spread_calculation and moment_calculation roles but they don't exist yet - (editor note added by James Jan 2008)	separate		
3135	vector mediated expression	OBI_0600063	needs defined relationship to cell culture	user		TODO: tracker
15963	waiting	OBI_0000045	BP: I have doubts about the utility of this.	separate		
15968	waiting	OBI_0000045	We need a better handling/modeling of time (January 2008)	separate		
17998	whole mount tissue	OBI_1000049	PRS:22-02-2008: indicates the need to create a protocol application and distinguish it from this entity	separate		
18001	whole mount tissue	OBI_1000049	PRS:22-02-2008: is a material which has output_role during whole mount preparation protocol-application	separate		
13563	whole organism preparation	OBI_0000680	"does this include injecting a dye to a patient to be able to visualize parts of his brain? If not, we should state that the components of the organism are substantially re-arranged."	user		
2139	worker role	OBI_0000116	"executes the study plan" includes the suppliers and manufacturers of reagents and other materials used in the study	user		
7621	xenograft	OBI_0100058	MC: xenotransplantation should be submited to material_transformation	separate	delete	delete - done
7239	XML	OBI_0000322	text_based_digital_entity	delete		
10153	yeast artifical chromosome vector	OBI_0000709	this should be a child of 'chromosome' if we import that from another source	user		TRACKER: check where to get chromosome
12170	zip	OBI_0000325	binary_digital_entity	delete		
2	needle assembly	OBI_0000551	msi_01065	delete		
132	carbon nanotube column	OBI_0000628	msi_01107	delete		
315	multiple wavelength detector	OBI_0000505	msi_01078	delete		
615	solvent mixer	OBI_0000469	msi_01072	delete		
760	electrical conductivity detector	OBI_0000565	msi_01239	delete		
776	photoionization detector	OBI_0000506	msi_01090	delete		
841	column frit	OBI_0000602	msi_01070	delete		
864	Bruker solid magic angle spinning probe	OBI_0000629	msi_400193	delete		
1067	high resolution probe with automatic tuning and matching	OBI_0000616	msi_400224	delete		
1313	nitrogen generator	OBI_0000550	msi_01034	delete	
1788	protein column	OBI_0000468	msi_01238	delete	
1876	fluorine-induced chemiluminescence detector	OBI_0000617	msi_01087	delete	
1964	tecmag EAGLE probe	OBI_0000564	msi_400248	delete	
2102	gas generator	OBI_0000507	msi_01033	delete	
2200	chromatography consumable	OBI_0000601	msi_01115	delete	
2409	high temperature column	OBI_0000574	msi_01233	delete	
2465	Bruker SPE-NMR platform	OBI_0000613	msi_400278	delete	
2574	gas chromatography equipment	OBI_0000542	msi_01030	delete	
2718	chart recorder	OBI_0000605	msi_01069	delete	
2938	JEOL ECX NMR spectrometer	OBI_0000625	msi_400227	delete	
2965	sample injection system	OBI_0000504	msi_01057	delete	
3057	Bruker UltraShield NMR magnet	OBI_0000567	msi_400187	delete	
3223	flame photometric detector	OBI_0000588	msi_01091	delete	
3408	column jacket	OBI_0000508	msi_01276	delete	
3526	Bruker US 2 NMR magnet	OBI_0000467	msi_400189	delete	
3574	Bruker Ultrastabilized NMR magnet	OBI_0000575	msi_400188	delete	
3610	guard column	OBI_0000614	msi_01111	delete	
3721	quaternary pump system	OBI_0000627	msi_01047	delete	
3806	Bruker AC series NMR instrument	OBI_0000541	msi_400241	delete	
3915	detector lamp	OBI_0000604	msi_01119	delete	
4138	chromatography pump system	OBI_0000589	msi_01046	delete	
4144	Bruker LC-NMR platform	OBI_0000503	msi_400276	delete	
4159	NMR instrument	OBI_0000566	msi_400059	delete	
4353	electron capture detector	OBI_0000509	msi_01085	delete	
4456	liquid chromatography column	OBI_0000603	msi_01227	delete	
4470	thermal conductivity detector	OBI_0000466	msi_01084	delete	
4751	gas purifier	OBI_0000638	msi_01036	delete	
4938	Bruker SampleRail system	OBI_0000544	msi_400207	delete	
5066	acquisition computer	OBI_0000636	msi_400013	delete	
5153	column connector	OBI_0000478	msi_01236	delete	
5276	Bruker UltraShield Plus NMR magnet	OBI_0000530	msi_400190	delete	
5424	Varian NMR instrument	OBI_0000611	msi_400234	delete	
5481	obsolete_chromatography column according to packing material	OBI_0000502	msi_01258	delete	
5538	gas chromatography detector	OBI_0000637	msi_01083	delete	
5630	continuous wave NMR instrument	OBI_0000486	msi_400283	delete	
6009	ozone-induced chemiluminescence detector	OBI_0000598	msi_01088	delete	
6053	gas chromatography oven	OBI_0000554	msi_01039	delete	
6183	Varian UNITY spectrometer	OBI_0000579	msi_400237	delete	
6318	syringe filter	OBI_0000543	msi_01122	delete	
6589	JEOL CapNMR probe	OBI_0000635	msi_400233	delete	
6891	Bruker MATCH tube holder system	OBI_0000612	msi_400211	delete	
6908	solid NMR probe	OBI_0000479	msi_400243	delete	
7026	variable wavelength detector	OBI_0000501	msi_01079	delete	
7045	Bruker SampleJet system	OBI_0000624	msi_400208	delete	
7147	fourier transformation NMR instrument	OBI_0000487	msi_400284	delete	
7279	piston-seal	OBI_0000568	msi_01116	delete	
7508	Bruker Capillary LC-NMR platform	OBI_0000553	msi_400279	delete	
7542	tecmag NMR console	OBI_0000599	msi_400246	delete	
7673	capillary pump system	OBI_0000546	msi_01051	delete	
8108	column cartridge	OBI_0000532	msi_01055	delete	
8133	dual loop autosampler	OBI_0000500	msi_01063	delete	
8319	obsolete_chromatography column according to column property	OBI_0000488	msi_01259	delete	
8573	custom made column	OBI_0000621	msi_01234	delete	
8597	flame ionization detector	OBI_0000521	msi_01197	delete	
8682	isocratic pump system	OBI_0000556	msi_01049	delete	
8832	JEOL NMR instrument	OBI_0000600	msi_400226	delete	
8974	NMR tube washing system	OBI_0000498	msi_400204	delete	
9235	column compartment	OBI_0000545	msi_01068	delete	
9332	auto injector	OBI_0000610	msi_01058	delete	
9511	Bruker CryoProbe	OBI_0000531	msi_400191	delete	
9562	mass selective detector	OBI_0000569	msi_01198	delete	
9883	gel permeation column	OBI_0000622	msi_01103	delete	
9905	nitrogen phosphorous detector	OBI_0000489	msi_01089	delete	
10031	column heater	OBI_0000633	msi_01040	delete	
10058	vial	OBI_0000522	msi_01117	delete	
10135	NMR console	OBI_0000499	msi_400015	delete	
10317	NMR sample tube	OBI_0000578	msi_400132	delete	
10420	autosampler	OBI_0000555	msi_400002	delete	
10625	normal phase column	OBI_0000482	msi_01097	delete	
10674	Bruker LC-NMR/MS platform	OBI_0000582	msi_400277	delete	
11014	Bruker Metabolic Profiler	OBI_0000632	msi_400199	delete	
11048	capillary column	OBI_0000496	msi_01066	delete	
11068	magic angle spinning rotor	OBI_0000523	msi_400130	delete	
11302	column adapter	OBI_0000594	msi_01113	delete	
11424	Bruker AutoClean system	OBI_0000475	msi_400205	delete	
11529	tecmag NMR instrument	OBI_0000534	msi_400250	delete	
11886	Varian UNITY INOVA spectrometer	OBI_0000558	msi_400236	delete	
11961	evaporative light scattering detector	OBI_0000547	msi_01082	delete	
12059	obsolete_hyphenated NMR instrument platform	OBI_0000460	msi_400200	delete	
12073	refractive index detector	OBI_0000583	msi_01081	delete	
12400	affinity column	OBI_0000533	msi_01094	delete	
12430	Varian VXR spectrometer	OBI_0000524	msi_400238	delete	
12517	nano pump system	OBI_0000474	msi_01052	delete	
12531	Varian MERCURY spectrometer	OBI_0000631	msi_400235	delete	
12586	packed column	OBI_0000448	msi_01218	delete	
12624	reversed phase column	OBI_0000510	msi_01106	delete	
12704	pulsed amperometric detector	OBI_0000595	msi_01240	delete	
13041	Bruker micro imaging probe	OBI_0000620	msi_400225	delete	
13083	sample inlet	OBI_0000497	msi_01044	delete	
13291	APOLLO console	OBI_0000483	msi_400249	delete	
13357	flash pump system	OBI_0000557	msi_01048	delete	
13390	column cartridger	OBI_0000549	msi_01054	delete	
13444	NMR sample holder	OBI_0000484	msi_400212	delete	
13554	imaging NMR probe	OBI_0000539	msi_400244	delete	
13728	splitless GC injector	OBI_0000525	msi_01060	delete	
14056	injector lubricant	OBI_0000511	msi_01118	delete	
14311	fraction collector	OBI_0000536	msi_01073	delete	
14328	liquid chromatography autosampler	OBI_0000494	msi_01061	delete	
14506	Varian GEMINI spectrometer	OBI_0000477	msi_400239	delete	
14607	Bruker NMR instrument	OBI_0000596	msi_400198	delete	
14671	atomic emmission detector	OBI_0000642	msi_01086	delete	
14692	AVANCE II spectrometer	OBI_0000580	msi_400197	delete	
14924	chromatography instrument	OBI_0000485	msi_01262	delete	
15028	y-column connector	OBI_0000581	msi_01237	delete	
15212	preparative autosampler	OBI_0000526	msi_01062	delete	
15226	vacuum degasser	OBI_0000495	msi_01053	delete	
15596	in-line filter	OBI_0000538	msi_01123	delete	
15690	gel filtration column	OBI_0000535	msi_01104	delete	
15722	manual injection system	OBI_0000476	msi_01064	delete	
15875	JEOL ECA NMR spectrometer	OBI_0000641	msi_400228	delete	
15988	liquid NMR probe	OBI_0000559	msi_400242	delete	
16005	Bruker NMR magnet	OBI_0000597	msi_400186	delete	
16386	DISCOVERY console	OBI_0000513	msi_400247	delete	
16753	NMR probe	OBI_0000516	msi_400014	delete	
16766	Bruker 1mm MicroProbe	OBI_0000590	msi_400194	delete	
17001	Bruker NMR probe	OBI_0000561	msi_400231	delete	
17070	Bruker B-ACS system	OBI_0000492	msi_400210	delete	
17077	organic acid column	OBI_0000465	msi_01099	delete	
17107	indirect detection probe	OBI_0000640	msi_400281	delete	
17124	gradient pump system	OBI_0000573	msi_01050	delete	
17144	plunger column	OBI_0000586	msi_01108	delete	
17269	hydrogen generator	OBI_0000608	msi_01035	delete	
17428	glass column	OBI_0000609	msi_01101	delete	
17480	NMR magnet	OBI_0000517	msi_400185	delete	
17589	Bruker AMX series NMR instrument	OBI_0000514	msi_400240	delete	
17740	rapid resolution column	OBI_0000493	msi_01102	delete	
17879	flow high resolution probe	OBI_0000527	msi_400195	delete	
18188	Bruker BEST NMR system	OBI_0000591	msi_400206	delete	
18340	transfer line	OBI_0000572	msi_01235	delete	
18430	Bruker autosampler	OBI_0000464	msi_400209	delete	
18550	ion exchange column	OBI_0000560	msi_01105	delete	
18730	column chromatography detector	OBI_0000463	msi_01077	delete	
18873	chromatofocusing column	OBI_0000515	msi_01209	delete	
18886	Bruker high resolution probe	OBI_0000480	msi_400223	delete	
18920	size exclusion column	OBI_0000618	msi_01100	delete	
19011	Bruker NMR Case sample changer	OBI_0000473	msi_400203	delete	
19108	chromatography detector filter	OBI_0000592	msi_01121	delete	
19122	trap column	OBI_0000518	msi_01261	delete	
19357	JEOL NMR probe	OBI_0000529	msi_400232	delete	
19473	cation exchange column	OBI_0000490	msi_01096	delete	
19621	fluorescene detector	OBI_0000563	msi_01080	delete	
19756	open tubular column	OBI_0000606	msi_01219	delete	
19961	anion exchange column	OBI_0000584	msi_01095	delete	
20130	flow probe	OBI_0000519	msi_400131	delete	
20226	chromatography detector	OBI_0000481	msi_01012	delete	
20298	obsolete_chromatography column according to separation criterium	OBI_0000472	msi_01256	delete	
20586	chromatography splitter	OBI_0000619	msi_01041	delete	
20731	cation trap column	OBI_0000593	msi_01278	delete	
20820	direct detection NMR probe	OBI_0000491	msi_400280	delete	
20845	obsolete_chromatography column according to separated component	OBI_0000585	msi_01257	delete	
20867	high resolution magic angle spin probe	OBI_0000607	msi_400192	delete	
20949	anion trap column	OBI_0000562	msi_01277	delete	
20972	spin column	OBI_0000570	msi_01232	delete	
21104	Liquid chromatography valve	OBI_0000528	msi_01110	delete	
137	carbon nanotube column	OBI_0000628		delete	
317	multiple wavelength detector	OBI_0000505		delete	
751	electrical conductivity detector	OBI_0000565		delete	
781	photoionization detector	OBI_0000506		delete	
1315	nitrogen generator	OBI_0000550		delete	
1870	fluorine-induced chemiluminescence detector	OBI_0000617		delete	
2404	high temperature column	OBI_0000574		delete	
3227	flame photometric detector	OBI_0000588		delete	
3361	material separation objective	OBI_0000639		delete	
3718	quaternary pump system	OBI_0000627		delete	
3916	detector lamp	OBI_0000604		delete	
4140	chromatography pump system	OBI_0000589		delete	
4360	electron capture detector	OBI_0000509		delete	
4450	liquid chromatography column	OBI_0000603		delete	
4473	thermal conductivity detector	OBI_0000466		delete	
5097	longitundinal mass measurement assay	OBI_0600026		delete	
5483	obsolete_chromatography column according to packing material	OBI_0000502		delete	
6002	ozone-induced chemiluminescence detector	OBI_0000598		delete	
6015	obsolete_derived data item	OBI_0000677		delete	
6314	syringe filter	OBI_0000543		delete	
7034	variable wavelength detector	OBI_0000501		delete	
7277	piston-seal	OBI_0000568		delete	
7670	capillary pump system	OBI_0000546		delete	
8141	dual loop autosampler	OBI_0000500		delete	
8158	cytometer sample tube	OBI_0400091		delete	
8324	obsolete_chromatography column according to column property	OBI_0000488		delete	
8576	custom made column	OBI_0000621		delete	
8596	flame ionization detector	OBI_0000521		delete	
8688	isocratic pump system	OBI_0000556		delete	
9337	auto injector	OBI_0000610		delete	
9561	mass selective detector	OBI_0000569		delete	
9889	gel permeation column	OBI_0000622		delete	
9908	nitrogen phosphorous detector	OBI_0000489		delete	
10029	column heater	OBI_0000633		delete	
10063	vial	OBI_0000522		delete	
10624	normal phase column	OBI_0000482		delete	
11052	capillary column	OBI_0000496		delete	
11148	material sample	OBI_0000747		delete	
11966	evaporative light scattering detector	OBI_0000547		delete	
12074	refractive index detector	OBI_0000583		delete	
12405	affinity column	OBI_0000533		delete	
12511	nano pump system	OBI_0000474		delete	
12587	packed column	OBI_0000448		delete	
12623	reversed phase column	OBI_0000510		delete	
12701	pulsed amperometric detector	OBI_0000595		delete	
13358	flash pump system	OBI_0000557		delete	
13731	splitless GC injector	OBI_0000525		delete	
14050	injector lubricant	OBI_0000511		delete	
14115	obsolete_measured data item	OBI_0000126		delete	
14317	fraction collector	OBI_0000536		delete	
14330	liquid chromatography autosampler	OBI_0000494		delete	
14665	atomic emmission detector	OBI_0000642		delete	
15020	y-column connector	OBI_0000581		delete	
15211	preparative autosampler	OBI_0000526		delete	
15234	vacuum degasser	OBI_0000495		delete	
15601	in-line filter	OBI_0000538		delete	
15694	gel filtration column	OBI_0000535		delete	
15728	manual injection system	OBI_0000476		delete	
17080	organic acid column	OBI_0000465		delete	
17119	gradient pump system	OBI_0000573		delete	
17141	plunger column	OBI_0000586		delete	
17267	hydrogen generator	OBI_0000608		delete	
17436	glass column	OBI_0000609		delete	
17741	rapid resolution column	OBI_0000493		delete	
18429	Bruker autosampler	OBI_0000464		delete	
18504	obsolete_data	OBI_0000670		delete	
18555	ion exchange column	OBI_0000560		delete	
18877	chromatofocusing column	OBI_0000515		delete	
18916	size exclusion column	OBI_0000618		delete	
19112	chromatography detector filter	OBI_0000592		delete	
19123	trap column	OBI_0000518		delete	
19470	cation exchange column	OBI_0000490		delete	
19632	fluorescene detector	OBI_0000563		delete	
19757	open tubular column	OBI_0000606		delete	
19955	anion exchange column	OBI_0000584		delete	
20225	chromatography detector	OBI_0000481		delete	
20301	obsolete_chromatography column according to separation criterium	OBI_0000472		delete	
20737	cation trap column	OBI_0000593		delete	
20848	obsolete_chromatography column according to separated component	OBI_0000585		delete	
20952	anion trap column	OBI_0000562		delete	
20979	spin column	OBI_0000570		delete	
